Coaster_Name,Length,Speed,Location,Status,Manufacturer,Height_Restriction,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,speed_mph,height_ft,Inversions,Gforce
Tremors (roller coaster),"3,158 ft (963 m)",50 mph (80 km/h),Silverwood Theme Park,Operating,Custom Coasters International,107,1999,47.9053,-116.7097,Wood,1999-05-15,50.0,,0,2.5
Twisted Typhoon,"2,260.5 ft (689.0 m)",49.7 mph (80.0 km/h),Wild Adventures,Operating,Vekoma,132,1999,30.7181,-83.3243,Steel,1999-05-08,49.7,,5,
Twister (Knoebels Amusement Resort),"3,900 ft (1,200 m)",51 mph (82 km/h),Knoebels Amusement Resort,Operating,Knoebels Amusement Resort,107,1999,40.8771,-76.5041,Wood,1999-07-24,51.0,,0,
Two Face: The Flip Side,"1,013.8 ft (309.0 m)",50 mph (80 km/h),Other,In Production,Vekoma,0,1999,,,Other,,50.0,,3,
Wild Mouse (Hersheypark),"1,213 ft (370 m)",28 mph (45 km/h),Hersheypark,Operating,Mack Rides,122,1999,40.2925,-76.6548,Steel,1999-05-08,28.0,,0,
Woodstock Express (Cedar Point),"1,099 ft (335 m)",25 mph (40 km/h),Cedar Point,Operating,Vekoma,0,1999,41.4853,-82.689,Steel,1999-05-10,25.0,,0,
Woodstock Express (Michigan's Adventure),350 ft (110 m),15 mph (24 km/h),Michigan's Adventure,Operating,Chance Rides,0,1999,43.3423,-86.2807,Steel,1999-07-10,15.0,,0,
Woody Woodpecker's Nuthouse Coaster,679.2 ft (207.0 m),21.7 mph (34.9 km/h),Universal Studios Florida,Operating,Vekoma,0,1999,28.4739,-81.4649,Steel,1999-03-13,21.7,,0,
Batman: The Ride (Six Flags México),"2,260.5 ft (689.0 m)",49.7 mph (80.0 km/h),Six Flags Mexico,Operating,Vekoma,130,2000,19.2952,-99.2065,Steel,2000-04-14,49.7,,5,
Boomerang (Worlds of Fun),935 ft (285 m),47 mph (76 km/h),Worlds of Fun,Operating,Vekoma,122,2000,39.1731,-94.4851,Steel,2000-04-08,47.0,,6,
The Boss (roller coaster),"4,631 ft (1,412 m)",66.3 mph (106.7 km/h),Six Flags St. Louis,Operating,Custom Coasters International,122,2000,38.5161,-90.6789,Wood,2000-04-29,66.3,,0,
Boulder Dash (roller coaster),"4,725 ft (1,440 m)",60 mph (97 km/h),Lake Compounce,Operating,Custom Coasters International,122,2000,41.6392,-72.9245,Wood,2000-05-21,60.0,,0,
Catwoman's Whip,"1,181 ft (360 m)",22.4 mph (36.0 km/h),Six Flags New England,Operating,Zierer,104,2000,42.0371,-72.6117,Steel,2000-05-05,22.4,,0,
Dania Beach Hurricane,"3,200 ft (980 m)",50 mph (80 km/h),Boomers!,Removed,"Coaster Works, Inc.",0,2000,26.054,-80.1603,Wood,2000-11-01,50.0,,0,3.0
Diving Machine G5,"1,250 ft (380 m)",68.3 mph (109.9 km/h),Janfusun Fancyworld,Operating,Bolliger & Mabillard,0,2000,23.6181,120.5772,Steel,2000-03-29,68.3,,0,5.0
Dominator (roller coaster),"4,210 ft (1,280 m)",65 mph (105 km/h),Other,,Bolliger & Mabillard,137,2000,,,Steel,,65.0,,5,3.8
Flying Dutchman Gold Mine,"370 m (1,210 ft)",45 km/h (28 mph),Other,,Mack Rides,0,2000,,,Steel,,28.0,45.9,0,
Flying Super Saturator,"1,087 ft (331 m)",30 mph (48 km/h),Carowinds,Removed,Setpoint USA,112,2000,35.1027,-80.9431,Steel,2000-04-01,30.0,,0,
Flying Unicorn,"1,099.1 ft (335.0 m)",28.5 mph (45.9 km/h),Other,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",0,2000,,,Steel,,28.5,,0,
Ghost Chasers (roller coaster),"370 m (1,210 ft)",45 km/h (28 mph),Movie Park Germany,Operating,Mack Rides,0,2000,51.6195,6.9765,Steel,2000-01-01,28.0,45.9,0,
Goliath (Six Flags Magic Mountain),"4,500 ft (1,400 m)",85 mph (137 km/h),Six Flags Magic Mountain,Operating,Giovanola,122,2000,34.4269,-118.5969,Steel,2000-02-11,85.0,,0,
Gotham City Gauntlet: Escape from Arkham Asylum,"1,213.9 ft (370.0 m)",28 mph (45 km/h),Other,,Maurer AG,117,2000,,,Steel,,28.0,,0,
Hurricane: Category 5,"3,800 ft (1,200 m)",55 mph (89 km/h),Myrtle Beach Pavilion,Removed,Custom Coasters International,122,2000,33.6918,-78.8817,Wood,2000-05-06,55.0,,0,3.0
Jet Star (Luna Park),"1,765.1 ft (538.0 m)",31.1 mph (50.1 km/h),Other,,Anton Schwarzkopf,137,2000,,,Steel,,31.1,,0,
Katun (roller coaster),"3,937 ft (1,200 m)",65 mph (105 km/h),Mirabilandia,Operating,Bolliger & Mabillard,140,2000,44.3383,12.2668,Steel,2000-04-01,65.0,,6,4.0
Kraken (roller coaster),"4,177 ft (1,273 m)",65 mph (105 km/h),SeaWorld Orlando,Operating,Bolliger & Mabillard,137,2000,28.4111,-81.4583,Steel,2000-06-01,65.0,,7,3.9
The Legend (roller coaster),"4,042 ft (1,232 m)",59 mph (95 km/h),Holiday World & Splashin' Safari,Operating,Custom Coasters International,122,2000,38.1202,-86.914,Wood,2000-05-06,59.0,,0,
Lightning Racer,"3,393 ft (1,034.2 m)",51 mph (82.1 km/h),Other,Operating,Great Coasters International,122,2000,40.2929,-76.6532,Wood,2000-05-13,51.0,,0,3.6
Linnunrata,300 m (980 ft),40 km/h (25 mph),Linnanmäki,Operating,Zierer,120,2000,60.1878,24.94,Steel,2000-05-01,24.9,23.0,0,
Medusa (Six Flags Discovery Kingdom),"3,937 ft (1,200 m)",65 mph (105 km/h),Six Flags Discovery Kingdom,Operating,Bolliger & Mabillard,137,2000,38.1406,-122.2336,Steel,2000-03-18,65.0,,7,4.5
Mega Zeph,"4,000 ft (1,200 m)",57 mph (92 km/h),Six Flags New Orleans,Closed,Custom Coasters International,122,2000,30.0531,-89.9375,Wood,2000-05-20,57.0,,0,
Millennium Force,"6,595 ft (2,010 m)",93 mph (150 km/h),Cedar Point,Operating,Intamin,122,2000,41.4817,-82.6881,Steel,2000-05-13,93.0,,0,4.5
Muskrat Scrambler,"1,183.4 ft (360.7 m)",25 mph (40 km/h),Six Flags New Orleans,Closed,L&T Systems,122,2000,30.0515,-89.9357,Steel,2000-05-20,25.0,,0,
Possessed (roller coaster),704 ft (215 m),70 mph (110 km/h),Other,,Intamin,132,2000,,,Steel,,70.0,,0,3.7
Ravine Flyer III,,,Waldameer Park,Operating,E&F Miler Industries,102,2000,42.109,-80.1565,Steel,2000-01-01,,,0,
RC-48,,,Morey's Piers,Removed,Pinfari,122,2000,38.9888,-74.8023,Steel,2000-01-01,,,0,
Road Runner Express (Six Flags Kentucky Kingdom),"1,213.9 ft (370.0 m)",28 mph (45 km/h),Other,,Maurer AG,117,2000,,,Steel,,28.0,,0,
Road Runner Express (Six Flags New Orleans),679.2 ft (207.0 m),21.7 mph (34.9 km/h),Other,,Vekoma,0,2000,,,Steel,,21.7,,0,
Road Runner Rollercoaster,"335 m (1,099 ft)",45.9 km/h (28.5 mph),Warner Bros. Movie World,,Vekoma,0,2000,,,Steel,,28.5,42.7,0,
Roller Coaster (Papéa Parc),"1,181.1 ft (360.0 m)",22.4 mph (36.0 km/h),Other,,Zierer,0,2000,41.3535,-81.3756,Other,,22.4,,0,
Roller Coaster (Suoi Tien Park),"1,200 m (3,900 ft)",70 km/h (43 mph),Suoi Tien Amusement Park,Operating,Vekoma,122,2000,10.8607,106.8044,Steel,2000-01-01,43.5,98.4,0,2.0
Son of Beast,"7,032 ft (2,143 m)",78.4 mph (126.2 km/h),Kings Island,Removed,Roller Coaster Corporation of America,122,2000,39.3461,-84.2647,Wood,2000-04-28,78.4,,1,4.5
Speed – The Ride,"1,365 ft (416 m)",70 mph (110 km/h),Other,,Premier Rides,137,2000,,,Steel,2000-04-28,70.0,,1,3.5
Speed of Sound (roller coaster),935 ft (285 m),47 mph (76 km/h),Walibi Holland,Operating,Vekoma,122,2000,52.4406,5.7681,Steel,2000-04-22,47.0,,3,5.2
Steel Dragon 2000,"2,479 m (8,133 ft)",152.9 km/h (95.0 mph),Nagashima Spa Land,Operating,D. H. Morgan Manufacturing,140,2000,35.0312,136.7301,Steel,2000-08-01,95.0,318.2,0,
Superman The Ride,"5,400 ft (1,600 m)",77 mph (124 km/h),Six Flags New England,Operating,Intamin,137,2000,42.0386,-72.6114,Steel,2000-05-05,77.0,,0,3.6
Superman: Krypton Coaster,"4,025 ft (1,227 m)",70 mph (110 km/h),Six Flags Fiesta Texas,Operating,Bolliger & Mabillard,137,2000,29.5952,-98.61,Steel,2000-03-11,70.0,,6,3.8
Svalbard Ekspressen,679.2 ft (207.0 m),21.7 mph (34.9 km/h),Kongeparken,Operating,Vekoma,0,2000,58.7801,5.8405,Steel,2000-01-01,21.7,,0,
Untamed (Walibi Holland),3559.7 ft,57.2 mph,Walibi Holland,Operating,Rocky Mountain Construction,120,2000,52.4428,5.7608,Steel,2019-07-01,57.2,,5,
Villain (roller coaster),"3,980 ft (1,210 m)",59 mph (95 km/h),Geauga Lake,Removed,Custom Coasters International,122,2000,41.3528,-81.3725,Other,2000-05-05,59.0,,0,
Woodstock Express (Dorney Park),262.5 ft (80.0 m),13 mph (21 km/h),Dorney Park & Wildwater Kingdom,Operating,Zamperla,107,2000,40.5793,-75.5326,Steel,2000-05-05,13.0,,0,
Xpress: Platform 13,"3,267 ft (996 m)",55.9 mph (90.0 km/h),Walibi Holland,Operating,Vekoma,120,2000,52.4392,5.7639,Steel,2000-04-01,55.9,,3,
Zydeco Scream,935 ft (285 m),47 mph (76 km/h),Other,,Vekoma,122,2000,,,Steel,,47.0,,3,5.2
Batwing (roller coaster),"3,340 ft (1,020 m)",50 mph (80 km/h),Six Flags America,Operating,Vekoma,137,2001,38.9103,-76.7786,Steel,2001-06-16,50.0,,5,4.3
California Screamin',"6,072 ft (1,851 m)",55 mph (89 km/h),Disney California Adventure,Operating,Intamin,122,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,
Cheetah (Wild Adventures),"2,680 ft (820 m)",52 mph (84 km/h),Wild Adventures,Removed,Custom Coasters International,122,2001,30.7196,-83.3257,Wood,2001-06-16,52.0,,0,
Colossos - Kampf der Giganten,"1,344 m (4,409 ft)",110 km/h (68 mph),Heide Park,Operating,Intamin,140,2001,53.0231,9.8833,Wood,2001-04-13,68.4,164.0,0,4.5
Cornball Express,"2,100 ft (640 m)",45 mph (72 km/h),Indiana Beach,Operating,Custom Coasters International,112,2001,40.7898,-86.771,Wood,2001-05-18,45.0,,0,4.7
Déjà Vu (roller coaster),"367 m (1,204 ft)",105.6 km/h (65.6 mph),Other,In Production,Vekoma,0,2001,,,Other,,65.6,193.6,0,
Do-Dodonpa,"1,244 m (4,081 ft)",180 km/h (110 mph),Fuji-Q Highland,Closed,S&S – Sansei Technologies,130,2001,35.4877,138.7823,Steel,2001-12-21,111.8,160.8,1,
Expedition GeForce,"4,002.7 ft (1,220.0 m)",74.6 mph (120.1 km/h),"Holiday Park, Germany",Operating,Intamin,140,2001,49.32,8.295,Steel,2001-06-18,74.6,,0,4.5
Flying Ace Aerial Chase,"1,122 ft (342 m)",26 mph (42 km/h),Kings Island,Operating,Vekoma,112,2001,,,Steel,2001-01-01,26.0,,0,2.2
Giant Inverted Boomerang,"367 m (1,204 ft)",105.6 km/h (65.6 mph),Other,In Production,Vekoma,0,2001,,,Other,,65.6,193.6,0,
Goofy's Sky School,"1,200 ft (370 m)",27 mph (43 km/h),Disney California Adventure,Operating,Mack Rides,107,2001,33.8063,-117.923,Steel,2001-02-08,27.0,,0,
Hypersonic XLC,"1,560 ft (480 m)",80 mph (130 km/h),Kings Dominion,Removed,S&S – Sansei Technologies,137,2001,37.8372,-77.446,Steel,2001-03-24,80.0,,0,4.0
Incredicoaster,"6,072 ft (1,851 m)",55 mph (89 km/h),Disney California Adventure,Operating,Intamin,122,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,
Insane Speed,"2,677.17 ft (816.00 m)",53.4 mph (85.9 km/h),Janfusun Fancyworld,Operating,Bolliger & Mabillard,137,2001,23.6187,120.5758,Steel,2001-01-01,53.4,,4,4.0
Lego Technic Test Track,"400 m (1,300 ft)",56.3 km/h (35.0 mph),Other,,Mack Rides,0,2001,,,Steel,,35.0,51.8,0,
MP Xpress,"689 m (2,260 ft)",80 km/h (50 mph),Movie Park Germany,Operating,Vekoma,0,2001,51.6246,6.9733,Steel,2001-04-06,49.7,109.3,5,
Mulholland Madness,"1,200 ft (370 m)",27 mph (43 km/h),Disney California Adventure,Operating,Mack Rides,107,2001,33.8063,-117.923,Steel,2001-02-08,27.0,,0,
Nitro (Six Flags Great Adventure),"5,394 ft (1,644 m)",80 mph (130 km/h),Six Flags Great Adventure,Operating,Bolliger & Mabillard,137,2001,40.1356,-74.4444,Steel,2001-04-07,80.0,,0,4.3
Phantom's Revenge,"3,200 ft (980 m)",85 mph (137 km/h),Kennywood,Operating,D. H. Morgan Manufacturing,122,2001,40.389,-79.866,Steel,1991-05-10,85.0,,0,3.5
Silver Streak (Canada's Wonderland),"1,122.1 ft (342.0 m)",26 mph (42 km/h),Canada's Wonderland,Operating,Vekoma,112,2001,43.8424,-79.5462,Steel,2001-05-06,26.0,,0,
Talon (roller coaster),"3,110 ft (950 m)",58 mph (93 km/h),Dorney Park & Wildwater Kingdom,Operating,Bolliger & Mabillard,137,2001,40.579,-75.53,Steel,2001-05-05,58.0,,4,4.5
The Flash: Vertical Velocity,630 ft (190 m),65 mph (105 km/h),Six Flags Discovery Kingdom,SBNO (Standing But Not Operating),Intamin,137,2001,38.1382,-122.2323,Steel,2001-06-08,65.0,,1,
Thundercoaster (TusenFryd),"950 m (3,120 ft)",93 km/h (58 mph),TusenFryd,Operating,Vekoma,0,2001,59.7472,10.7773,Wood,2001-05-01,57.8,,0,2.4
Titan (Six Flags Over Texas),"5,312 ft (1,619 m)",85 mph (137 km/h),Six Flags Over Texas,Operating,Giovanola,122,2001,32.7556,-97.0742,Steel,2001-04-27,85.0,,0,
Vertical Velocity (roller coaster),630 ft (190 m),70 mph (110 km/h),Six Flags Great America,Temporarily closed,Intamin,137,2001,42.3679,-87.9324,Steel,2001-05-18,70.0,,0,
Vonkaputous,"1,082.8 ft (330.0 m)",37.3 mph (60.0 km/h),Linnanmäki,Removed,Premier Rides,0,2001,60.1883,24.9381,Steel,2001-05-12,37.3,,0,2.5
Wildfire (Silver Dollar City),"3,073 ft (937 m)",66 mph (106 km/h),Silver Dollar City,Operating,Bolliger & Mabillard,132,2001,36.6686,-93.3425,Steel,2001-04-04,66.0,,5,3.6
Wile E. Coyote's Grand Canyon Blaster,,,"Arlington, Texas, U.S.",Operating,,0,2001,32.7557,-97.0702,Other,,,,0,
X-Flight (Geauga Lake),"3,340 ft (1,020 m)",50 mph (80 km/h),Other,,Vekoma,137,2001,,,Steel,,50.0,,5,4.3
Apple Zapple (Kings Dominion),"1,312 ft (400 m)",35 mph (56 km/h),Kings Dominion,Operating,Mack Rides,112,2002,,,Steel,2002-03-22,35.0,,0,
Avalancha (roller coaster),,54.7 mph (88.0 km/h),Xetulul Theme Park,Operating,Intamin,0,2002,,,Steel,2002-01-01,54.7,,8,
Batman: The Dark Knight (roller coaster),"2,850 ft (870 m)",55 mph (89 km/h),Six Flags New England,Operating,Bolliger & Mabillard,137,2002,42.0353,-72.6131,Steel,2002-04-20,55.0,,5,
Batman: Arkham Asylum (roller coaster),,49.7 mph (80.0 km/h),Parque Warner Madrid,Operating,Bolliger & Mabillard,132,2002,40.2282,-3.5924,Steel,2002-04-06,49.7,,5,4.9
Colossus (Thorpe Park),"2,789 ft (850 m)",45 mph (72 km/h),Thorpe Park,Operating,Intamin,140,2002,51.4032,-0.513,Steel,2002-03-22,45.0,,10,4.2
Escape from Madagascar,"342 m (1,122 ft)",41.8 km/h (26.0 mph),Dreamworld,Operating,Vekoma,110,2002,-27.8639,153.3169,Steel,2002-12-26,26.0,48.9,0,2.2
Flying Coaster (Elitch Gardens),"1,282.8 ft (391.0 m)",25.7 mph (41.4 km/h),Other,,Zamperla,132,2002,,,Steel,,25.7,,2,3.3
Galactica (roller coaster),"840 m (2,760 ft)",75 km/h (47 mph),Alton Towers,Operating,Bolliger & Mabillard,140,2002,52.9859,-1.8821,Steel,2002-03-16,46.6,65.6,2,3.5
Goliath (Walibi Holland),"1,214 m (3,983 ft)",106 km/h (66 mph),Walibi Holland,Operating,Intamin,140,2002,52.4386,5.7614,Steel,2002-03-29,65.9,154.8,0,
Jubilee Odyssey,"2,924 ft (891 m)",63 mph (101 km/h),Fantasy Island (UK amusement park),Operating,Vekoma,130,2002,53.1922,0.3461,Steel,2002-05-23,63.0,,5,4.8
Lost Coaster of Superstition Mountain,"1,400 ft (430 m)",20 mph (32 km/h),Indiana Beach,Operating,Custom Coasters International,122,2002,40.7886,-86.77,Wood,2002-06-06,20.0,,0,
New Mexico Rattler,"2,750 ft (840 m)",47 mph (76 km/h),Cliff's Amusement Park,Operating,,122,2002,35.143,-106.5884,Wood,2002-09-28,47.0,,0,
Primeval Whirl,"1,377.9 ft (420.0 m)",29.1 mph (46.8 km/h),Disney's Animal Kingdom,Removed,Reverchon Industries,122,2002,28.3564,-81.5877,Steel,2002-03-31,29.1,,0,2.5
Ricochet (Carowinds),"1,214 ft (370 m)",28 mph (45 km/h),Carowinds,Operating,Mack Rides,112,2002,35.1042,-80.9428,Steel,2002-03-23,28.0,,0,
Roller Soaker,"1,300 ft (400 m)",20.5 mph (33.0 km/h),Hersheypark,Removed,Setpoint USA,107,2002,40.2914,-76.6531,Steel,2002-05-04,20.5,,0,
Rugrats Runaway Reptar (Dreamworld),"342 m (1,122 ft)",41.8 km/h (26.0 mph),Dreamworld,Operating,Vekoma,110,2002,-27.8639,153.3169,Steel,2002-12-26,26.0,48.9,0,2.2
Scooby-Doo Spooky Coaster,"530 m (1,740 ft)",44.6 km/h (27.7 mph),Warner Bros. Movie World,Operating,Mack Rides,110,2002,-27.9078,153.3111,Steel,2002-06-17,27.7,55.8,0,2.4
Silver Star (roller coaster),"1,620 m (5,310 ft)",127 km/h (79 mph),Europa-Park,Operating,Bolliger & Mabillard,140,2002,48.268,7.72,Steel,2002-03-23,78.9,239.5,0,4.0
Star Jet,,,Casino Pier,Removed,E&F Miler Industries,107,2002,39.9428,-74.0683,Steel,2002-01-01,,,0,
Superman: La Atracción de Acero,"3,608.9 ft (1,100.0 m)",62.1 mph (99.9 km/h),Parque Warner Madrid,Operating,Bolliger & Mabillard,132,2002,40.2277,-3.5906,Steel,2002-04-06,62.1,,7,
Superman: Ultimate Flight,"2,759–2,798 ft (841–853 m)",51 mph (82 km/h),Other,,Bolliger & Mabillard,137,2002,,,Steel,,51.0,,2,3.0
Toboggan (Conneaut Lake Park),450 ft (140 m),,Conneaut Lake Park,Removed,Chance Rides,0,2002,41.6341,-80.3137,Steel,2002-01-01,,,0,
Tom & Jerry (roller coaster),"1,181 ft (360 m)",22 mph (35 km/h),Parque Warner Madrid,Operating,Zierer,0,2002,40.2298,-3.5961,Steel,2002-04-06,22.0,,0,
Le Vampire,"2,700.2 ft (823.0 m)",50 mph (80 km/h),La Ronde,Operating,Bolliger & Mabillard,137,2002,45.5225,-73.5381,Steel,2002-05-18,50.0,,5,4.0
Wicked Twister,675 ft (206 m),72 mph (116 km/h),Cedar Point,Closed,Intamin,132,2002,41.482,-82.6799,Steel,2002-05-05,72.0,,0,
Winja's Fear & Force,"1,345.17 ft (410.0 m)",37.25 mph (59.9 km/h),Other,Operating,Maurer AG,120,2002,50.8002,6.8777,Steel,2002-03-30,37.2,,0,
X2 (roller coaster),"3,610 ft (1,100 m)",76 mph (122 km/h),Six Flags Magic Mountain,Operating,Arrow Dynamics,122,2002,34.421,-118.5929,Steel,2002-01-12,76.0,,2,4.0
Xcelerator,"2,202 ft (671 m)",82 mph (132 km/h),Knott's Berry Farm,Operating,Intamin,132,2002,33.8458,-118.0008,Steel,2002-06-22,82.0,,0,
Atlantis Adventure,"2,198.1 ft (670.0 m)",46.6 mph (75.0 km/h),Lotte World,Operating,Intamin,0,2003,,,Steel,2003-01-01,46.6,,0,
Balder (roller coaster),"1,070 m (3,510 ft)",90 km/h (56 mph),Liseberg,Operating,Intamin,130,2003,57.6933,11.9961,Wood,2003-04-12,55.9,118.1,0,
Canyon Blaster (Great Escape),"2,000 ft (610 m)",45 mph (72 km/h),Other,,Arrow Development,107,2003,,,Steel,,45.0,,0,
Dragon Express,80 m (260 ft),,Adventure World,Operating,Zamperla,0,2003,-32.097,115.8181,Steel,2003-09-27,,13.1,0,
Greased Lightnin' (Six Flags Discovery Kingdom),,,Other,Discontinued,Anton Schwarzkopf,0,2003,,,Other,,,,2,
Greezed Lightnin' (Kentucky Kingdom),,,Other,Discontinued,Anton Schwarzkopf,0,2003,,,Other,,,,2,
Half Pipe (roller coaster),229.7 ft (70.0 m),43.5 mph (70.0 km/h),Other,,Intamin,132,2003,,,Steel,,43.5,,0,4.5
Jack Rabbit (Celebration City),,,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,0,2003,28.3303,-81.5147,Other,,,,0,
The Jester (roller coaster),"1,936 ft (590 m)",40 mph (64 km/h),Other,,Vekoma,122,2003,,,Steel,,40.0,,3,3.5
Kiddy Hawk,"1,122 ft (342 m)",26 mph (42 km/h),Carowinds,Operating,Vekoma,112,2003,,,Steel,2003-03-22,26.0,,0,2.2
Nemesis Inferno,"750 m (2,460 ft)",80 km/h (50 mph),Thorpe Park,Operating,Bolliger & Mabillard,140,2003,51.4035,-0.5164,Steel,2003-04-05,49.7,95.1,4,5.0
